subitem	subject	item	word	seconds
206-16	206	16	C2	0.435696954
206-17	206	17	sil_#	0.383118079
206-17	206	17	D1	0.048620382
206-17	206	17	N1	0.337225779
206-17	206	17	P1	0.131558557
206-17	206	17	D2	0.091491322
206-17	206	17	A1	0.507050903
206-17	206	17	N2	0.475362783
206-17	206	17	sil_N2C1	0.358449069
206-17	206	17	C1	0.573564436
206-17	206	17	C2	0.381254097
206-18	206	18	sil_#	0.540989193
206-18	206	18	D1	0.124848367
206-18	206	18	N1	0.315776117
206-18	206	18	P1	0.178012031
206-18	206	18	D2	0.078315494
206-18	206	18	A1	0.400448671
206-18	206	18	N2	0.347682738
206-18	206	18	C1	0.185018913
206-18	206	18	C2	0.268564151
206-18	206	18	C3	0.35423704
206-19	206	19	sil_#	0.394668485
206-19	206	19	D1	0.063510518
206-19	206	19	N1	0.316142432
206-19	206	19	P1	0.159968036
206-19	206	19	D2	0.106623429
206-19	206	19	A1	0.443473046
206-19	206	19	N2	0.451610092
206-19	206	19	C1	0.444797119
206-19	206	19	sil_C1C2	0.0792798
206-19	206	19	C2	0.472040615
206-20	206	20	sil_#	0.468488888
206-20	206	20	D1	0.063077103
206-20	206	20	N1	0.358746006
206-20	206	20	P1	0.168461038
206-20	206	20	D2	0.093745666
206-20	206	20	A1	0.249266469
206-20	206	20	N2	0.779373963
206-20	206	20	C1	0.432588742
206-20	206	20	sil_C1C2	0.09569573
206-20	206	20	C2	0.287050135
206-21	206	21	sil_#	0.371915218
206-21	206	21	D1	0.06807964
206-21	206	21	N1	0.319643394
206-21	206	21	P1	0.142729328
206-21	206	21	D2	0.123846314
206-21	206	21	A1	0.406372094
206-21	206	21	N2	0.417412004
206-21	206	21	C1	0.565246231
206-21	206	21	sil_C1C2	0.142179656
206-21	206	21	C2	0.09706873
206-21	206	21	C3	0.639368976
206-22	206	22	sil_#	0.459651609
206-22	206	22	D1	0.12791481
206-22	206	22	N1	0.28424578
206-22	206	22	P1	0.163655227
206-22	206	22	D2	0.100804298
206-22	206	22	A1	0.401828688
206-22	206	22	N2	0.449266086
206-22	206	22	C1	0.590638653
206-22	206	22	sil_C1C2	0.344132329
206-22	206	22	C2	0.27697911
206-22	206	22	C3	0.388301875
206-23	206	23	sil_#	0.316465262
206-23	206	23	D1	0.10569534
206-23	206	23	N1	0.231674173
206-23	206	23	P1	0.166798289
206-23	206	23	D2	0.122725624
206-23	206	23	A1	0.28995032
206-23	206	23	N2	0.422813967
206-23	206	23	C1	0.556981378
206-23	206	23	C2	0.540566579
206-23	206	23	C3	0.625017103
206-23	206	23	sil_C3C4	0.285710435
206-23	206	23	C4	0.435477903
213-2	213	2	sil_#	0.600933875
213-2	213	2	D1	0.112577533
213-2	213	2	N1	0.269683888
213-2	213	2	P1	0.176077556
213-2	213	2	D2	0.13445335
213-2	213	2	A1	0.324958185
213-2	213	2	N2	0.555944745
213-2	213	2	sil_N2C1	0.93628402
213-2	213	2	C1	0.536653189
213-2	213	2	C2	0.942750133
213-3	213	3	sil_#	0.807097121
213-3	213	3	D1	0.070922822
213-3	213	3	N1	0.382771171
213-3	213	3	P1	0.189297233
213-3	213	3	D2	0.084981545
213-3	213	3	A1	0.452660816
213-3	213	3	N2	0.543948567
213-3	213	3	sil_N2C1	1.298338466
213-3	213	3	C1	0.578825789
213-3	213	3	sil_C1C2	0.348611925
213-3	213	3	C2	0.415888129
213-3	213	3	C3	0.096888021
213-4	213	4	sil_#	0.39228497
213-4	213	4	D1	0.121303723
213-4	213	4	N1	0.207115415
213-4	213	4	P1	0.12006593
213-4	213	4	D2	0.118987933
213-4	213	4	A1	0.61548149
213-4	213	4	N2	0.821324029
213-4	213	4	sil_N2C1	0.106951625
213-4	213	4	C1	0.348047318
213-4	213	4	sil_C1C2	0.085507467
213-4	213	4	C2	0.695228072
213-5	213	5	sil_#	0.628042612
213-5	213	5	D1	0.124686916
213-5	213	5	N1	0.253353777
213-5	213	5	P1	0.144195685
213-5	213	5	D2	0.067051295
213-5	213	5	A1	0.433474283
213-5	213	5	N2	0.683927976
213-5	213	5	sil_N2C1	1.057541662
213-5	213	5	C1	0.172913148
213-5	213	5	C2	0.164402328
213-5	213	5	C3	0.302377738
213-6	213	6	sil_#	0.548349653
213-6	213	6	D1	0.061880703
213-6	213	6	N1	0.333583883
213-6	213	6	P1	0.141826385
213-6	213	6	D2	0.066589405
213-6	213	6	A1	0.38563777
213-6	213	6	N2	1.006846309
213-6	213	6	sil_N2C1	1.123818571
213-6	213	6	C1	0.673369413
213-6	213	6	sil_C1C2	0.239579294
213-6	213	6	C2	0.398254021
213-6	213	6	C3	0.08188628
213-8	213	8	sil_#	0.508391213
213-8	213	8	D1	0.053527568
213-8	213	8	N1	0.404967288
213-8	213	8	P1	0.134422317
213-8	213	8	D2	0.084391475
213-8	213	8	A1	0.389331206
213-8	213	8	N2	0.586863977
213-8	213	8	sil_N2C1	1.103355282
213-8	213	8	C1	0.216919243
213-8	213	8	C2	0.12367579
213-8	213	8	C3	0.446985742
213-9	213	9	sil_#	0.782915657
213-9	213	9	D1	0.052422133
213-9	213	9	N1	0.315059404
213-9	213	9	P1	0.142679125
213-9	213	9	D2	0.091551075
213-9	213	9	A1	0.523440678
213-9	213	9	N2	0.387541723
213-9	213	9	sil_N2C1	1.012247491
213-9	213	9	C1	0.146275776
213-9	213	9	C2	0.636492849
213-9	213	9	sil_C2C3	0.259909347
213-9	213	9	C3	0.3900347
213-10	213	10	sil_#	0.626921466
213-10	213	10	D1	0.093197711
213-10	213	10	N1	0.251683322
213-10	213	10	P1	0.126159097
213-10	213	10	D2	0.067289123
213-10	213	10	A1	0.38281246
213-10	213	10	N2	0.559477243
213-10	213	10	C1	0.266114453
213-10	213	10	C2	0.328075103
213-10	213	10	C3	0.183372785
213-11	213	11	sil_#	0.6373841
213-11	213	11	D1	0.053855873
213-11	213	11	N1	0.44444497
213-11	213	11	P1	0.149790606
213-11	213	11	D2	0.124880338
213-11	213	11	A1	0.412166677
213-11	213	11	N2	0.778210605
213-11	213	11	sil_N2C1	1.663280548
213-11	213	11	C1	0.234558879
213-11	213	11	C2	0.498903918
213-11	213	11	C3	0.534376246
213-12	213	12	sil_#	0.901745434
213-12	213	12	D1	0.077019084
213-12	213	12	N1	0.511021227
213-12	213	12	P1	0.16623434
213-12	213	12	D2	0.095094036
213-12	213	12	A1	0.384144764
213-12	213	12	N2	0.861573208
213-12	213	12	sil_N2C1	0.115127272
213-12	213	12	C1	0.183488048
213-12	213	12	C2	0.329049702
213-12	213	12	C3	0.184437256
213-13	213	13	sil_#	0.697015634
213-13	213	13	D1	0.059614516
213-13	213	13	N1	0.513636779
213-13	213	13	P1	0.117309137
213-13	213	13	D2	0.09795632
213-13	213	13	A1	0.404062913
213-13	213	13	N2	0.579236692
213-13	213	13	sil_N2C1	1.052451412
213-13	213	13	C1	0.232480826
213-13	213	13	C2	0.421248616
213-13	213	13	C3	0.411153119
213-14	213	14	sil_#	1.073066587
213-14	213	14	D1	0.087126466
213-14	213	14	N1	0.325206573
213-14	213	14	P1	0.183130997
213-14	213	14	D2	0.133030211
213-14	213	14	A1	0.606262509
213-14	213	14	N2	0.599380308
213-14	213	14	sil_N2C1	0.75552368
213-14	213	14	C1	0.152072206
213-14	213	14	C2	0.223086933
213-14	213	14	C3	0.21015525
213-15	213	15	sil_#	0.350797575
213-15	213	15	D1	0.121469119
213-15	213	15	N1	0.290923249
213-15	213	15	P1	0.104920309
213-15	213	15	D2	0.094913117
213-15	213	15	A1	0.365843277
213-15	213	15	N2	0.588731286
213-15	213	15	sil_N2C1	0.467798517
213-15	213	15	C1	0.155068113
213-15	213	15	C2	0.315868886
213-15	213	15	C3	0.560246733
213-16	213	16	sil_#	0.396987885
213-16	213	16	D1	0.055481566
213-16	213	16	N1	0.465670791
213-16	213	16	P1	0.172740945
213-16	213	16	D2	0.099880731
213-16	213	16	A1	0.520147944
213-16	213	16	N2	0.560457458
213-16	213	16	C1	0.253425219
213-16	213	16	C2	0.222005682
213-16	213	16	C3	0.247147562
213-17	213	17	sil_#	0.476276296
213-17	213	17	D1	0.074899414
213-17	213	17	N1	0.358094023
213-17	213	17	P1	0.164866504
213-17	213	17	D2	0.072688344
213-17	213	17	A1	0.534174975
213-17	213	17	N2	0.734772838
213-17	213	17	sil_N2C1	0.525156548
213-17	213	17	C1	0.081284733
213-17	213	17	C2	0.214577715
213-17	213	17	C3	0.343355902
213-18	213	18	sil_#	0.659196762
213-18	213	18	D1	0.105230824
213-18	213	18	N1	0.30937608
213-18	213	18	P1	0.143412629
213-18	213	18	D2	0.126824567
213-18	213	18	sil_D2A1	0.094316461
213-18	213	18	A1	0.454118449
213-18	213	18	N2	0.548944186
213-18	213	18	sil_N2C1	0.286207893
213-18	213	18	C1	0.188742123
213-18	213	18	C2	0.226762043
213-18	213	18	C3	0.128074124
213-19	213	19	sil_#	0.36200406
213-19	213	19	D1	0.047679157
213-19	213	19	N1	0.346031494
213-19	213	19	P1	0.166947336
213-19	213	19	D2	0.105416966
213-19	213	19	A1	0.415800772
213-19	213	19	N2	0.468029807
213-19	213	19	C1	0.209207498
213-19	213	19	C2	0.302639025
213-19	213	19	C3	0.802781906
213-20	213	20	sil_#	0.600657273
213-20	213	20	D1	0.048695515
213-20	213	20	N1	0.385510039
213-20	213	20	P1	0.184434262
213-20	213	20	D2	0.096173642
213-20	213	20	A1	0.24462825
213-20	213	20	N2	0.831052917
213-20	213	20	sil_N2C1	1.992008927
213-20	213	20	C1	0.843965173
213-20	213	20	sil_C1C2	0.377373184
213-20	213	20	C2	0.103554484
213-20	213	20	C3	0.695181649
213-22	213	22	sil_#	0.440898459
213-22	213	22	D1	0.085920339
213-22	213	22	N1	0.355473889
213-22	213	22	P1	0.170864308
213-22	213	22	D2	0.122534118
213-22	213	22	A1	0.413002029
213-22	213	22	N2	0.722648761
213-22	213	22	sil_N2C1	0.421044922
213-22	213	22	C1	0.263705662
213-22	213	22	C2	0.375292907
213-22	213	22	C3	0.192723898
213-23	213	23	sil_#	0.513537632
213-23	213	23	D1	0.080260845
213-23	213	23	N1	0.314848391
213-23	213	23	P1	0.192662159
213-23	213	23	D2	0.112304559
213-23	213	23	A1	0.364621316
213-23	213	23	N2	0.582800415
213-23	213	23	sil_N2C1	0.748837019
213-23	213	23	C1	0.225862523
213-23	213	23	C2	0.243606966
213-23	213	23	C3	0.269380947
213-24	213	24	sil_#	0.511860457
213-24	213	24	D1	0.12269185
213-24	213	24	N1	0.335357607
213-24	213	24	P1	0.172659844
213-24	213	24	D2	0.063512216
213-24	213	24	A1	0.416094749
213-24	213	24	N2	0.587896218
213-24	213	24	sil_N2C1	0.814989516
213-24	213	24	C1	0.651941955
213-24	213	24	sil_C1C2	0.37273477
213-24	213	24	C2	0.308079635
213-24	213	24	C3	0.504717875
214-1	214	1	sil_#	0.923803796
214-1	214	1	D1	0.084674741
214-1	214	1	N1	0.46860568
214-1	214	1	P1	0.159345832
214-1	214	1	D2	0.192680953
214-1	214	1	A1	0.645647162
214-1	214	1	N2	0.735260719
214-1	214	1	sil_N2C1	1.138037351
214-1	214	1	C1	0.316392565
214-1	214	1	sil_C1C2	0.184381543
214-1	214	1	C2	0.396039852
214-2	214	2	sil_#	0.479507216
214-2	214	2	D1	0.142485352
214-2	214	2	N1	0.288309779
214-2	214	2	P1	0.166639849
214-2	214	2	D2	0.132119757
214-2	214	2	A1	0.361523038
214-2	214	2	N2	0.943195621
214-2	214	2	sil_N2C1	0.702240755
214-2	214	2	C1	0.534723647
214-2	214	2	sil_C1C2	0.079461658
214-2	214	2	C2	0.290687114
214-3	214	3	sil_#	0.743907527
214-3	214	3	D1	0.103146942
214-3	214	3	N1	0.350761069
214-3	214	3	P1	0.154056712
214-3	214	3	D2	0.077400927
214-3	214	3	A1	0.407432658
214-3	214	3	N2	0.771533572
214-3	214	3	sil_N2C1	0.164650063
214-3	214	3	C1	0.166815259
214-3	214	3	C2	0.284892789
214-3	214	3	C3	0.164012107
214-4	214	4	sil_#	0.826530875
214-4	214	4	D1	0.149892804
214-4	214	4	N1	0.363815326
214-4	214	4	sil_N1P1	0.716135378
214-4	214	4	P1	0.164532167
214-4	214	4	D2	0.097902629
214-4	214	4	A1	0.497497907
214-4	214	4	N2	0.572689083
214-4	214	4	sil_N2C1	0.186597788
214-4	214	4	C1	0.333546947
214-4	214	4	C2	0.100185589
214-4	214	4	C3	0.21120396
214-5	214	5	sil_#	0.794535627
214-5	214	5	D1	0.125310123
214-5	214	5	N1	0.254399643
214-5	214	5	P1	0.233711701
214-5	214	5	D2	0.090710829
214-5	214	5	A1	0.490481531
214-5	214	5	N2	0.575783134
214-5	214	5	sil_N2C1	1.363055466
214-5	214	5	C1	0.305208302
214-5	214	5	C2	0.100294207
214-5	214	5	C3	0.67247533
214-6	214	6	sil_#	0.630902252
214-6	214	6	D1	0.082875034
214-6	214	6	N1	0.341947026
214-6	214	6	P1	0.153888208
214-6	214	6	D2	0.082566435
214-6	214	6	A1	0.400170289
214-6	214	6	N2	0.322688379
214-6	214	6	C1	0.187193257
214-6	214	6	C2	0.214024544
214-6	214	6	C3	0.147823
214-7	214	7	sil_#	0.434016564
214-7	214	7	D1	0.097520002
214-7	214	7	N1	0.430588318
214-7	214	7	P1	0.108080429
214-7	214	7	D2	0.105021541
214-7	214	7	A1	0.40644565
214-7	214	7	N2	0.42689582
214-7	214	7	C1	0.160532926
214-7	214	7	C2	0.290414444
214-7	214	7	C3	0.363824619
214-8	214	8	sil_#	0.840197943
214-8	214	8	D1	0.087908329
214-8	214	8	N1	0.584989555
214-8	214	8	P1	0.127805186
214-8	214	8	D2	0.093045271
214-8	214	8	A1	0.409846932
214-8	214	8	N2	0.809296768
214-8	214	8	sil_N2C1	0.663298678
214-8	214	8	C1	0.486363795
214-8	214	8	sil_C1C2	0.39581559
214-8	214	8	C2	0.259375254
214-8	214	8	C3	0.093994285
214-9	214	9	sil_#	0.519178797
214-9	214	9	D1	0.073635716
214-9	214	9	N1	0.369055197
214-9	214	9	P1	0.163343442
214-9	214	9	D2	0.094674492
214-9	214	9	A1	0.514047274
214-9	214	9	N2	0.515652877
214-9	214	9	C1	0.394973069
214-9	214	9	C2	0.203374831
214-9	214	9	C3	0.09467449
214-10	214	10	sil_#	0.770120173
214-10	214	10	D1	0.092699728
214-10	214	10	N1	0.327234189
214-10	214	10	P1	0.109969392
214-10	214	10	D2	0.088434762
214-10	214	10	A1	0.48209258
214-10	214	10	N2	0.534162044
214-10	214	10	sil_N2C1	1.154105296
214-10	214	10	C1	0.342385251
214-10	214	10	C2	0.212266137
214-10	214	10	C3	0.085540085
214-11	214	11	sil_#	0.883517554
214-11	214	11	D1	0.075343465
214-11	214	11	N1	0.45092017
214-11	214	11	P1	0.168551197
214-11	214	11	D2	0.124795606
214-11	214	11	A1	0.566019553
214-11	214	11	N2	0.880479542
214-11	214	11	sil_N2C1	1.409643563
214-11	214	11	C1	0.218024825
214-11	214	11	C2	0.482618584
214-12	214	12	sil_#	0.580527854
214-12	214	12	D1	0.060663062
214-12	214	12	N1	0.859678509
214-12	214	12	P1	0.183050412
214-12	214	12	D2	0.110286592
214-12	214	12	A1	0.507215265
214-12	214	12	N2	0.715888908
214-12	214	12	sil_N2C1	1.110531349
214-12	214	12	C1	0.384924427
214-12	214	12	C2	0.237560854
214-12	214	12	C3	0.069790991
214-13	214	13	sil_#	0.446017209
214-13	214	13	D1	0.066640727
214-13	214	13	N1	0.554392008
214-13	214	13	P1	0.124244747
214-13	214	13	D2	0.103896381
214-13	214	13	A1	0.364404036
214-13	214	13	N2	0.523181745
214-13	214	13	C1	0.26359329
214-13	214	13	C2	0.178798353
214-13	214	13	C3	0.254866443
214-15	214	15	sil_#	0.827106508
214-15	214	15	D1	0.168372729
214-15	214	15	N1	0.31942516
214-15	214	15	P1	0.125576137
214-15	214	15	D2	0.083804525
214-15	214	15	A1	0.504888207
214-15	214	15	N2	0.943469332
214-15	214	15	sil_N2C1	0.299932054
214-15	214	15	C1	0.147481479
214-15	214	15	C2	0.062785921
214-15	214	15	C3	0.270493059
214-16	214	16	sil_#	0.743396964
214-16	214	16	D1	0.090734919
214-16	214	16	N1	0.449531923
214-16	214	16	P1	0.17693836
214-16	214	16	D2	0.109744498
214-16	214	16	A1	0.500741284
214-16	214	16	N2	0.403225586
214-16	214	16	C1	0.287854059
214-16	214	16	C2	0.560977378
214-17	214	17	sil_#	0.775787923
214-17	214	17	D1	0.07724794
214-17	214	17	N1	0.429805753
214-17	214	17	P1	0.117215082
214-17	214	17	D2	0.116222562
214-17	214	17	A1	0.616210116
214-17	214	17	N2	0.554539192
214-17	214	17	sil_N2C1	0.594255254
214-17	214	17	C1	0.179400127
214-17	214	17	C2	0.267507129
214-17	214	17	C3	0.104912561
214-18	214	18	sil_#	0.669956037
214-18	214	18	D1	0.116172729
214-18	214	18	N1	0.314856655
214-18	214	18	P1	0.161186507
214-18	214	18	D2	0.122683713
214-18	214	18	A1	0.543726798
214-18	214	18	N2	0.647346859
214-18	214	18	sil_N2C1	1.522334765
214-18	214	18	C1	0.358805026
214-18	214	18	C2	0.608580725
214-19	214	19	sil_#	0.397582192
214-19	214	19	D1	0.085659277
214-19	214	19	N1	0.389977287
214-19	214	19	P1	0.238306104
214-19	214	19	D2	0.166138317
214-19	214	19	A1	0.537324392
214-19	214	19	N2	0.99348459
214-19	214	19	sil_N2C1	0.07935985
214-19	214	19	C1	0.213352469
214-19	214	19	C2	0.731208937
214-20	214	20	sil_#	0.668025274
214-20	214	20	D1	0.099807307
214-20	214	20	N1	0.416264025
214-20	214	20	P1	0.187368282
214-20	214	20	D2	0.143397222
214-20	214	20	sil_D2A1	0.105225015
214-20	214	20	A1	0.239941428
214-20	214	20	N2	0.995628256
214-20	214	20	sil_N2C1	0.362625371
214-20	214	20	C1	0.307376756
214-20	214	20	C2	0.062512973
214-20	214	20	C3	0.510597362
214-21	214	21	sil_#	0.812317487
214-21	214	21	D1	0.12432146
214-21	214	21	N1	0.408261013
214-21	214	21	P1	0.191136928
214-21	214	21	D2	0.140734514
214-21	214	21	A1	0.408289487
214-21	214	21	N2	0.637791238
214-21	214	21	sil_N2C1	1.0036488
214-21	214	21	C1	0.77251226
214-21	214	21	sil_C1C2	1.423211541
214-21	214	21	C2	0.061409157
214-21	214	21	C3	0.359742846
214-22	214	22	sil_#	1.065603573
214-22	214	22	D1	0.096471993
214-22	214	22	N1	0.345251697
214-22	214	22	P1	0.199866724
214-22	214	22	D2	0.127178929
214-22	214	22	A1	0.490902623
214-22	214	22	N2	0.60997754
214-22	214	22	sil_N2C1	0.387713151
214-22	214	22	C1	0.591454035
214-24	214	24	sil_#	0.568918175
214-24	214	24	D1	0.067868652
214-24	214	24	N1	0.404506728
214-24	214	24	P1	0.189453949
214-24	214	24	D2	0.103763362
214-24	214	24	A1	0.473627899
214-24	214	24	N2	0.777289494
214-24	214	24	sil_N2C1	1.388754336
214-24	214	24	C1	0.113200796
214-24	214	24	C2	0.361724193
214-24	214	24	sil_C2C3	0.293516384
214-24	214	24	C3	0.377929429
215-1	215	1	sil_#	0.437008153
215-1	215	1	D1	0.149670205
215-1	215	1	N1	0.374675696
215-1	215	1	P1	0.139728236
215-1	215	1	D2	0.109528866
215-1	215	1	A1	0.314802323
215-1	215	1	N2	0.415128886
215-1	215	1	C1	0.21076975
215-1	215	1	C2	0.207962749
215-1	215	1	C3	0.406207726
215-2	215	2	sil_#	0.777310288
215-2	215	2	D1	0.115637326
215-2	215	2	N1	0.208781574
215-2	215	2	P1	0.218336718
215-2	215	2	D2	0.097978422
215-2	215	2	A1	0.27072232
215-2	215	2	N2	0.498512776
215-2	215	2	C1	0.174721982
215-2	215	2	C2	0.564222622
215-2	215	2	C3	0.091708439
215-3	215	3	sil_#	0.399970302
215-3	215	3	D1	0.064004186
215-3	215	3	N1	0.325118067
215-3	215	3	P1	0.165515969
215-3	215	3	D2	0.114497599
215-3	215	3	A1	0.417125253
215-3	215	3	N2	0.400321791
215-3	215	3	C1	0.328732573
215-3	215	3	C2	0.336163315
215-3	215	3	C3	0.377199498
215-5	215	5	sil_#	0.696108996
215-5	215	5	D1	0.135839863
215-5	215	5	N1	0.199286113
215-5	215	5	P1	0.175079026
215-5	215	5	D2	0.095922006
215-5	215	5	A1	0.416389344
215-5	215	5	N2	0.635810209
215-5	215	5	sil_N2C1	0.272906389
215-5	215	5	C1	0.653789485
215-5	215	5	sil_C1C2	0.431293001
215-5	215	5	C2	0.244043143
215-5	215	5	C3	0.147420867
215-5	215	5	C4	0.689324733
215-6	215	6	sil_#	0.854756845
215-6	215	6	D1	0.07216013
215-6	215	6	N1	0.264133647
215-6	215	6	P1	0.146862702
215-6	215	6	D2	0.076761717
215-6	215	6	A1	0.326976948
215-6	215	6	N2	0.443954956
215-6	215	6	C1	0.314735687
215-6	215	6	C2	0.47243554
215-7	215	7	sil_#	0.682476001
215-7	215	7	D1	0.083122435
215-7	215	7	N1	0.392821316
215-7	215	7	P1	0.158878495
215-7	215	7	D2	0.089738345
215-7	215	7	A1	0.470561531
215-7	215	7	N2	0.650003994
215-7	215	7	sil_N2C1	0.808783534
215-7	215	7	C1	0.187202974
215-7	215	7	C2	0.561587667
215-8	215	8	sil_#	0.454783213
215-8	215	8	D1	0.074284572
215-8	215	8	N1	0.326940277
215-8	215	8	P1	0.18400512
215-8	215	8	D2	0.083942144
215-8	215	8	A1	0.392106018
215-8	215	8	N2	0.231977695
215-8	215	8	C1	0.148376283
215-8	215	8	C2	0.631228283
215-10	215	10	sil_#	0.611153047
215-10	215	10	D1	0.075448763
215-10	215	10	N1	0.24010021
215-10	215	10	P1	0.111381337
215-10	215	10	D2	0.073072059
215-10	215	10	A1	0.497470996
215-10	215	10	N2	0.72652735
215-10	215	10	sil_N2C1	0.079401217
215-10	215	10	C1	0.196109095
215-10	215	10	C2	0.622863399
215-11	215	11	sil_#	0.530404436
215-11	215	11	D1	0.060007772
215-11	215	11	N1	0.354023645
215-11	215	11	P1	0.117523693
215-11	215	11	D2	0.106747886
215-11	215	11	A1	0.425442121
215-11	215	11	N2	0.93805803
215-11	215	11	sil_N2C1	0.087052867
215-11	215	11	C1	0.16446047
215-11	215	11	C2	0.572924112
215-12	215	12	sil_#	0.471097065
215-12	215	12	D1	0.067408552
215-12	215	12	N1	0.382438038
215-12	215	12	P1	0.15730472
215-12	215	12	D2	0.110265623
215-12	215	12	A1	0.405070178
215-12	215	12	N2	0.808381914
215-12	215	12	sil_N2C1	0.054295272
215-12	215	12	C1	0.167745183
215-12	215	12	C2	0.579246191
215-15	215	15	sil_#	0.340193784
215-15	215	15	D1	0.080215609
215-15	215	15	N1	0.255346955
215-15	215	15	P1	0.096508328
215-15	215	15	D2	0.08706295
215-15	215	15	A1	0.334876992
215-15	215	15	N2	0.385509737
215-15	215	15	C1	0.124367255
215-15	215	15	C2	0.059087359
215-15	215	15	C3	0.132129404
215-16	215	16	sil_#	0.512808363
215-16	215	16	D1	0.10377025
215-16	215	16	N1	0.403566343
215-16	215	16	P1	0.10813208
215-16	215	16	D2	0.081900215
215-16	215	16	A1	0.464094852
215-16	215	16	N2	0.474007304
215-16	215	16	C1	0.177509206
215-16	215	16	C2	0.623699356
215-17	215	17	sil_#	0.447474871
215-17	215	17	D1	0.104003414
215-17	215	17	N1	0.268906417
215-17	215	17	P1	0.086560986
215-17	215	17	D2	0.070399681
215-17	215	17	A1	0.526658679
215-17	215	17	N2	0.505385977
215-17	215	17	sil_N2C1	0.257035366
215-17	215	17	C1	0.477160156
215-17	215	17	sil_C1C2	0.145701087
215-17	215	17	C2	0.116084266
215-17	215	17	C3	0.077422471
215-18	215	18	sil_#	0.65629783
215-18	215	18	D1	0.076686252
215-18	215	18	N1	0.288084368
215-18	215	18	P1	0.125980536
215-18	215	18	D2	0.093663263
215-18	215	18	A1	0.426017164
215-18	215	18	N2	0.325537725
215-18	215	18	C1	0.117200348
215-18	215	18	C2	0.30952096
215-18	215	18	C3	0.623943158
215-19	215	19	sil_#	0.858882104
215-19	215	19	D1	0.069417109
215-19	215	19	N1	0.283680501
215-19	215	19	P1	0.087144814
215-19	215	19	D2	0.054295576
215-19	215	19	A1	0.558059649
215-19	215	19	N2	0.224032438
215-19	215	19	C1	0.11591567
215-19	215	19	C2	0.224930057
215-19	215	19	C3	0.038207244
215-20	215	20	sil_#	0.444640737
215-20	215	20	D1	0.08749198
215-20	215	20	N1	0.352616378
215-20	215	20	P1	0.178116324
215-20	215	20	D2	0.070289204
215-20	215	20	A1	0.209200455
215-20	215	20	N2	0.467663708
215-20	215	20	C1	0.266586132
215-20	215	20	C2	0.512192989
215-21	215	21	sil_#	0.437987413
215-21	215	21	D1	0.117541219
215-21	215	21	N1	0.350245428
215-21	215	21	P1	0.121772174
215-21	215	21	D2	0.095503266
215-21	215	21	A1	0.450378611
215-21	215	21	N2	0.508037405
215-21	215	21	C1	0.203614203
215-21	215	21	C2	0.122083231
215-21	215	21	C3	0.314902048
215-22	215	22	sil_#	0.582459065
215-22	215	22	D1	0.126435236
215-22	215	22	N1	0.262843381
215-22	215	22	P1	0.149108355
215-22	215	22	D2	0.149234467
215-22	215	22	A1	0.413737974
215-22	215	22	N2	0.842860331
215-22	215	22	sil_N2C1	0.275847023
215-22	215	22	C1	0.168831927
215-22	215	22	C2	0.037823218
215-22	215	22	C3	0.486767372
215-23	215	23	sil_#	0.458883711
215-23	215	23	D1	0.096787956
215-23	215	23	N1	0.260964976
215-23	215	23	P1	0.178053312
215-23	215	23	D2	0.108961077
215-23	215	23	A1	0.339734718
215-23	215	23	N2	0.458238852
215-23	215	23	C1	0.104919773
215-23	215	23	C2	0.033019946
215-23	215	23	C3	0.190740943
215-24	215	24	sil_#	0.471953853
215-24	215	24	D1	0.115857331
215-24	215	24	N1	0.289681125
215-24	215	24	P1	0.160937044
215-24	215	24	D2	0.088090703
215-24	215	24	A1	0.3537866
215-24	215	24	N2	0.443940346
215-24	215	24	C1	0.089467967
215-24	215	24	C2	0.16103721
215-24	215	24	C3	0.40746852
222-1	222	1	sil_#	1.084655011
222-1	222	1	D1	0.046218288
222-1	222	1	N1	0.434468577
222-1	222	1	P1	0.137927423
222-1	222	1	D2	0.086867605
222-1	222	1	A1	0.471395352
222-1	222	1	N2	0.611307406
222-1	222	1	C1	0.221401262
222-1	222	1	C2	0.453151459
222-2	222	2	sil_#	0.82356976
222-2	222	2	D1	0.123537748
222-2	222	2	N1	0.268995949
222-2	222	2	P1	0.159362878
222-2	222	2	D2	0.095340064
222-2	222	2	A1	0.384107784
222-2	222	2	N2	0.741396044
222-2	222	2	sil_N2C1	0.115013838
222-2	222	2	C1	0.180027678
222-2	222	2	C2	0.336115244
222-3	222	3	sil_#	0.361222338
222-3	222	3	D1	0.06059942
222-3	222	3	N1	0.332250855
222-3	222	3	P1	0.173404739
222-3	222	3	D2	0.104256426
222-3	222	3	A1	0.398524334
222-3	222	3	N2	0.590007632
222-3	222	3	sil_N2C1	0.515348937
222-3	222	3	C1	0.178249097
222-3	222	3	sil_C1C2	0.074326925
222-3	222	3	C2	0.612473521
222-4	222	4	sil_#	0.410587363
222-4	222	4	D1	0.208890953
222-4	222	4	sil_D1N1	0.302904954
222-4	222	4	N1	0.399127311
222-4	222	4	P1	0.179558403
222-4	222	4	D2	0.273816516
222-4	222	4	sil_D2A1	0.549843237
222-4	222	4	A1	0.650816682
222-4	222	4	N2	0.676048111
222-4	222	4	sil_N2C1	1.20900722
222-4	222	4	C1	0.216815559
222-4	222	4	C2	0.286820951
222-5	222	5	sil_#	0.899379669
222-5	222	5	D1	0.103108265
222-5	222	5	N1	0.222000279
222-5	222	5	P1	0.156709337
222-5	222	5	D2	0.086228756
