Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,RANK,RANKlog
bushwhacked,11,11,11,11,0.22,1.0792,0.13,1.0792,33894,4.530122825
bushwhacker,2,2,1,1,0.04,0.4771,0.02,0.4771,54085,4.733076834
bushwhacking,4,4,4,4,0.08,0.6990,0.05,0.6990,45930,4.662096445
Bushwood,8,2,0,0,0.16,0.9542,0.02,0.4771,39164,4.592887042
bushy,25,22,21,20,0.49,1.4150,0.26,1.3617,24670,4.392169149
busied,2,2,2,2,0.04,0.4771,0.02,0.4771,54086,4.733084864
busier,28,28,26,26,0.55,1.4624,0.33,1.4624,23332,4.367951968
busiest,44,41,44,41,0.86,1.6532,0.49,1.6232,18761,4.273255983
busily,4,4,4,4,0.08,0.6990,0.05,0.6990,45931,4.662105901
business,16371,5186,15850,5136,321.00,4.2141,61.83,3.7149,327,2.514547753
businesses,155,134,150,130,3.04,2.1931,1.60,2.1303,9261,3.966657884
businesslike,12,12,11,11,0.24,1.1139,0.14,1.1139,32800,4.515873844
businessman,404,325,389,315,7.92,2.6075,3.87,2.5132,5104,3.707910666
businessmen,126,100,117,94,2.47,2.1038,1.19,2.0043,10509,4.021561392
businessperson,2,2,2,2,0.04,0.4771,0.02,0.4771,54087,4.733092893
businesswoman,25,25,22,22,0.49,1.4150,0.30,1.4150,24529,4.389679843
businesswomen,10,6,10,6,0.20,1.0414,0.07,0.8451,36029,4.556652208
busing,14,7,14,7,0.27,1.1761,0.08,0.9031,31772,4.502044554
busload,24,22,24,22,0.47,1.3979,0.26,1.3617,25076,4.399258261
busloads,3,3,3,3,0.06,0.6021,0.04,0.6021,49310,4.692935003
busman,3,3,3,3,0.06,0.6021,0.04,0.6021,49311,4.69294381
buss,9,5,6,5,0.18,1.0000,0.06,0.7782,37422,4.573126994
bussed,5,5,5,5,0.10,0.7782,0.06,0.7782,43265,4.636136708
busses,12,12,12,12,0.24,1.1139,0.14,1.1139,32801,4.515887084
bussing,10,7,10,7,0.20,1.0414,0.08,0.9031,35911,4.555227499
bust,1406,928,1312,893,27.57,3.1483,11.06,2.9680,2060,3.31386722
bustard,3,3,3,3,0.06,0.6021,0.04,0.6021,49312,4.692952617
busted,1168,876,1062,801,22.90,3.0678,10.44,2.9430,2396,3.379486814
Buster,823,266,184,150,16.14,2.9159,3.17,2.4265,3109,3.492620722
busters,17,16,10,9,0.33,1.2553,0.19,1.2304,28956,4.461738568
bustier,9,6,8,6,0.18,1.0000,0.07,0.8451,37306,4.571778686
busting,295,260,278,249,5.78,2.4713,3.10,2.4166,6246,3.79560198
bustle,42,36,39,35,0.82,1.6335,0.43,1.5682,19292,4.285377253
bustled,2,2,2,2,0.04,0.4771,0.02,0.4771,54088,4.733100923
Bustles,3,2,1,1,0.06,0.6021,0.02,0.4771,52156,4.717304277
bustling,14,11,11,10,0.27,1.1761,0.13,1.0792,31527,4.498682647
Busto,3,3,0,0,0.06,0.6021,0.04,0.6021,49313,4.692961424
busts,72,56,70,54,1.41,1.8633,0.67,1.7559,14465,4.160318438
busty,12,11,7,6,0.24,1.1139,0.13,1.0792,33048,4.519145182
busy,5433,3206,5214,3141,106.53,3.7351,38.22,3.5061,719,2.85672889
busybodies,6,4,6,4,0.12,0.8451,0.05,0.6990,42536,4.628756647
busybody,31,28,25,22,0.61,1.5051,0.33,1.4624,22290,4.348110068
busywork,4,4,3,3,0.08,0.6990,0.05,0.6990,45932,4.662115356
but,225291,8350,121176,8308,4417.47,5.3527,99.55,3.9217,40,1.602059991
butane,15,13,12,11,0.29,1.2041,0.15,1.1461,30550,4.485011215
Butch,328,122,58,52,6.43,2.5172,1.45,2.0899,5853,3.767378524
butcher,434,291,359,263,8.51,2.6385,3.47,2.4654,4858,3.68645751
butchered,78,74,73,69,1.53,1.8976,0.88,1.8751,13809,4.14016223
butchering,16,16,16,16,0.31,1.2304,0.19,1.2304,29525,4.470189906
butchers,41,34,36,30,0.80,1.6232,0.41,1.5441,19548,4.29110233
butchery,13,12,13,12,0.25,1.1461,0.14,1.1139,32112,4.506667355
butler,508,183,344,136,9.96,2.7067,2.18,2.2648,4391,3.642563437
butlers,33,24,27,21,0.65,1.5315,0.29,1.3979,21771,4.337878378
butling,4,2,4,2,0.08,0.6990,0.02,0.4771,48413,4.684961995
buts,81,75,79,73,1.59,1.9138,0.89,1.8808,13502,4.130398104
butt,1967,1295,1856,1255,38.57,3.2940,15.44,3.1126,1592,3.201943063
Butte,27,16,4,3,0.53,1.4472,0.19,1.2304,24042,4.380970593
butted,22,21,22,21,0.43,1.3617,0.25,1.3424,25996,4.414906528
butter,1042,672,945,638,20.43,3.0183,8.01,2.8280,2607,3.416141031
butterball,17,15,12,11,0.33,1.2553,0.18,1.2041,29074,4.463504786
butterballs,10,4,8,2,0.20,1.0414,0.05,0.6990,36131,4.557879982
Buttercup,121,44,37,23,2.37,2.0864,0.52,1.6532,10769,4.032175377
buttercups,5,4,5,4,0.10,0.7782,0.05,0.6990,44531,4.648662448
buttered,42,40,37,35,0.82,1.6335,0.48,1.6128,19219,4.283730787
butterfat,2,2,2,2,0.04,0.4771,0.02,0.4771,54089,4.733108952
Butterfingers,27,25,10,9,0.53,1.4472,0.30,1.4150,23785,4.376303156
butterflies,115,85,102,80,2.25,2.0645,1.01,1.9345,11066,4.043990666
butterfly,281,186,197,144,5.51,2.4502,2.22,2.2718,6471,3.8109714
buttering,14,13,13,13,0.27,1.1761,0.15,1.1461,31211,4.494307684
Buttermaker,39,1,0,0,0.76,1.6021,0.01,0.3010,20158,4.304447441
Butterman,2,1,0,0,0.04,0.4771,0.01,0.3010,59091,4.77152134
buttermilk,62,39,50,34,1.22,1.7993,0.46,1.6021,15739,4.196977135
butternut,8,8,7,7,0.16,0.9542,0.10,0.9542,37734,4.576732845
Butters,100,17,5,4,1.96,2.0043,0.20,1.2553,12040,4.080626487
butterscotch,25,18,18,13,0.49,1.4150,0.21,1.2788,24822,4.394836771
buttery,17,13,15,11,0.33,1.2553,0.15,1.1461,29235,4.465903098
Buttes,7,2,2,2,0.14,0.9031,0.02,0.4771,40886,4.611574624
butties,3,3,2,2,0.06,0.6021,0.04,0.6021,49314,4.692970231
butting,74,66,73,65,1.45,1.8751,0.79,1.8261,14215,4.152746864
buttinski,13,2,10,2,0.25,1.1461,0.02,0.4771,32745,4.515144995
buttinsky,7,7,6,6,0.14,0.9031,0.08,0.9031,39341,4.594845395
buttle,5,4,3,3,0.10,0.7782,0.05,0.6990,44532,4.6486722
buttling,2,1,2,1,0.04,0.4771,0.01,0.3010,59092,4.771528689
buttock,17,14,15,13,0.33,1.2553,0.17,1.1761,29168,4.464906651
buttocks,93,73,87,70,1.82,1.9731,0.87,1.8692,12517,4.097500252
button,1441,900,1322,851,28.25,3.1590,10.73,2.9547,2020,3.305351369
buttoned,38,32,34,28,0.75,1.5911,0.38,1.5185,20269,4.306832323
buttonhole,11,10,11,10,0.22,1.0792,0.12,1.0414,34214,4.534203851
buttonholes,3,3,3,3,0.06,0.6021,0.04,0.6021,49315,4.692979037
Buttonhook,3,2,1,1,0.06,0.6021,0.02,0.4771,52157,4.717312603
buttoning,7,7,7,7,0.14,0.9031,0.08,0.9031,39342,4.594856434
buttons,444,335,406,326,8.71,2.6484,3.99,2.5263,4796,3.680879174
buttress,2,2,2,2,0.04,0.4771,0.02,0.4771,54090,4.733116981
buttresses,2,2,2,2,0.04,0.4771,0.02,0.4771,54091,4.73312501
butts,292,232,272,226,5.73,2.4669,2.77,2.3674,6295,3.798995734
buxom,5,5,4,4,0.10,0.7782,0.06,0.7782,43266,4.636146746
Buxomly,3,1,0,0,0.06,0.6021,0.01,0.3010,53076,4.724898185
buy,9814,4286,9138,4142,192.43,3.9919,51.10,3.6322,497,2.696356389
buyer,264,188,257,185,5.18,2.4232,2.24,2.2765,6714,3.826981337
buyers,121,95,114,93,2.37,2.0864,1.13,1.9823,10739,4.030963842
buying,1679,1262,1607,1223,32.92,3.2253,15.05,3.1014,1807,3.256958153
buyout,11,11,11,11,0.22,1.0792,0.13,1.0792,33895,4.530135638
buyouts,2,2,2,2,0.04,0.4771,0.02,0.4771,54092,4.733133039
buys,360,326,345,315,7.06,2.5575,3.89,2.5145,5504,3.740678425
Buzz,814,383,357,281,15.96,2.9112,4.57,2.5843,3133,3.495960395
buzzard,93,78,81,71,1.82,1.9731,0.93,1.8976,12507,4.09715315
buzzards,74,57,68,54,1.45,1.8751,0.68,1.7634,14256,4.153997687
buzzed,48,45,45,43,0.94,1.6902,0.54,1.6628,17921,4.25336224
buzzer,201,135,168,113,3.94,2.3054,1.61,2.1335,7973,3.901621764
buzzers,15,14,15,14,0.29,1.2041,0.17,1.1761,30398,4.482845011
buzzes,62,40,53,35,1.22,1.7993,0.48,1.6128,15736,4.196894347
buzzing,221,157,194,140,4.33,2.3464,1.87,2.1987,7511,3.875697762
buzzword,6,6,6,6,0.12,0.8451,0.07,0.8451,41131,4.614169268
buzzwords,2,2,2,2,0.04,0.4771,0.02,0.4771,54093,4.733141068
Buzzy,20,10,3,3,0.39,1.3222,0.12,1.0414,27540,4.439963936
Bwana,32,10,7,5,0.63,1.5185,0.12,1.0414,22177,4.345902796
by,68364,8203,61693,8153,1340.47,4.8348,97.79,3.9140,112,2.049218023
Bye,9184,3473,1097,728,180.08,3.9631,41.40,3.5408,520,2.716003344
bygone,13,12,12,11,0.25,1.1461,0.14,1.1139,32113,4.506680879
bygones,174,91,110,57,3.41,2.2430,1.08,1.9638,8691,3.93906975
bylaw,6,4,6,4,0.12,0.8451,0.05,0.6990,42537,4.628766857
bylaws,22,18,20,16,0.43,1.3617,0.21,1.2788,26187,4.418085748
byline,20,18,19,18,0.39,1.3222,0.21,1.2788,27185,4.434329337
bylines,2,2,2,2,0.04,0.4771,0.02,0.4771,54094,4.733149097
bypass,182,124,166,115,3.57,2.2625,1.48,2.0969,8460,3.927370363
bypassed,19,18,19,18,0.37,1.3010,0.21,1.2788,27711,4.442652198
bypasses,7,7,7,7,0.14,0.9031,0.08,0.9031,39343,4.594867473
bypassing,11,10,8,7,0.22,1.0792,0.12,1.0414,34215,4.534216544
byproduct,13,13,13,13,0.25,1.1461,0.15,1.1461,31890,4.503654519
byproducts,12,11,12,11,0.24,1.1139,0.13,1.0792,33049,4.519158323
Byron,156,66,0,0,3.06,2.1959,0.79,1.8261,9250,3.966141733
Byronic,2,2,0,0,0.04,0.4771,0.02,0.4771,54095,4.733157125
bystander,45,38,38,35,0.88,1.6628,0.45,1.5911,18607,4.269676358
bystanders,23,23,20,20,0.45,1.3802,0.27,1.3802,25463,4.40590957
byte,6,6,6,6,0.12,0.8451,0.07,0.8451,41132,4.614179827
Bytes,17,7,6,6,0.33,1.2553,0.08,0.9031,29429,4.468775505
byway,7,5,7,5,0.14,0.9031,0.06,0.7782,40426,4.606660772
byways,9,9,9,9,0.18,1.0000,0.11,1.0000,36322,4.560169754
byword,2,2,2,2,0.04,0.4771,0.02,0.4771,54096,4.733165153
Byzantine,22,18,1,1,0.43,1.3617,0.21,1.2788,26188,4.418102332
Byzantium,8,6,0,0,0.16,0.9542,0.07,0.8451,38666,4.587329247
Bz,10,1,0,0,0.20,1.0414,0.01,0.3010,36245,4.559248104
C,4675,1972,367,251,91.67,3.6699,23.51,3.2951,812,2.909556029
Ca,109,81,48,42,2.14,2.0414,0.97,1.9138,11430,4.05804623
cab,1826,961,1709,926,35.80,3.2617,11.46,2.9832,1683,3.226084116
caba,2,2,2,2,0.04,0.4771,0.02,0.4771,54097,4.733173182
cabal,13,11,11,9,0.25,1.1461,0.13,1.0792,32306,4.509283189
Cabala,7,6,3,2,0.14,0.9031,0.07,0.8451,40039,4.602483222
cabalism,8,1,7,1,0.16,0.9542,0.01,0.3010,39203,4.593319303
cabalist,3,1,3,1,0.06,0.6021,0.01,0.3010,53077,4.724906368
cabalistic,5,4,5,4,0.10,0.7782,0.05,0.6990,44533,4.648681953
cabalists,6,2,6,2,0.12,0.8451,0.02,0.4771,42947,4.632932832
caballero,21,8,12,5,0.41,1.3424,0.10,0.9542,26963,4.430768212
caballeros,30,9,24,7,0.59,1.4914,0.11,1.0000,22893,4.359702708
caballo,4,3,4,3,0.08,0.6990,0.04,0.6021,47713,4.678636724
caballos,2,2,2,2,0.04,0.4771,0.02,0.4771,54098,4.73318121
cabals,2,2,2,2,0.04,0.4771,0.02,0.4771,54099,4.733189237
cabana,46,29,39,26,0.90,1.6721,0.35,1.4771,18477,4.266631459
cabanas,2,2,2,2,0.04,0.4771,0.02,0.4771,54100,4.733197265
cabaret,115,44,78,35,2.25,2.0645,0.52,1.6532,11086,4.044774874
cabarets,13,11,10,9,0.25,1.1461,0.13,1.0792,32307,4.509296632
cabbage,148,109,129,102,2.90,2.1732,1.30,2.0414,9537,3.979411783
cabbages,37,25,36,24,0.73,1.5798,0.30,1.4150,20635,4.314604473
cabbie,71,35,51,25,1.39,1.8573,0.42,1.5563,14613,4.164739384
cabbies,7,7,7,7,0.14,0.9031,0.08,0.9031,39344,4.594878511
cabby,38,22,20,17,0.75,1.5911,0.26,1.3617,20378,4.309161558
cabdriver,14,12,13,11,0.27,1.1761,0.14,1.1139,31389,4.49677748
caber,12,2,12,2,0.24,1.1139,0.02,0.4771,33813,4.529083705
cabernet,27,21,20,16,0.53,1.4472,0.25,1.3424,23941,4.379142287
cabin,1002,459,937,438,19.65,3.0013,5.47,2.6628,2686,3.429106008
cabinet,425,312,364,280,8.33,2.6294,3.72,2.4955,4927,3.692582562
cabinets,61,55,61,55,1.20,1.7924,0.66,1.7482,15790,4.19838213
cabins,48,43,42,38,0.94,1.6902,0.51,1.6435,17947,4.253991863
cable,1108,535,850,505,21.73,3.0449,6.38,2.7292,2487,3.395675785
cabled,19,17,19,17,0.37,1.3010,0.20,1.2553,27825,4.444435173
cablegram,10,7,9,7,0.20,1.0414,0.08,0.9031,35912,4.555239592
cablegrams,4,3,3,2,0.08,0.6990,0.04,0.6021,47714,4.678645826
cables,110,80,104,77,2.16,2.0453,0.95,1.9085,11362,4.055454785
cabling,3,3,3,3,0.06,0.6021,0.04,0.6021,49316,4.692987844
cabman,8,2,4,2,0.16,0.9542,0.02,0.4771,39165,4.592898131
caboodle,34,22,25,21,0.67,1.5441,0.26,1.3617,21484,4.332115144
caboose,30,25,30,25,0.59,1.4914,0.30,1.4150,22727,4.356542112
cabooses,8,5,8,5,0.16,0.9542,0.06,0.7782,38903,4.589983093
Cabot,85,20,1,1,1.67,1.9345,0.24,1.3222,13219,4.121198603
cabriole,2,1,1,1,0.04,0.4771,0.01,0.3010,59093,4.771536039
Cabriolet,4,4,1,1,0.08,0.6990,0.05,0.6990,45933,4.662124811
Cabrito,4,1,0,0,0.08,0.6990,0.01,0.3010,48767,4.68812604
cabs,109,83,98,75,2.14,2.0414,0.99,1.9243,11424,4.057818194
cabstand,4,1,4,1,0.08,0.6990,0.01,0.3010,48768,4.688134945
caca,21,16,16,14,0.41,1.3424,0.19,1.2304,26796,4.428069969
cacciatore,12,12,12,12,0.24,1.1139,0.14,1.1139,32802,4.515900324
cache,31,25,31,25,0.61,1.5051,0.30,1.4150,22385,4.349957099
caches,3,3,3,3,0.06,0.6021,0.04,0.6021,49317,4.69299665
cachet,9,8,7,7,0.18,1.0000,0.10,0.9542,36791,4.565741592
cack,2,2,2,2,0.04,0.4771,0.02,0.4771,54101,4.733205293
cackle,15,13,15,13,0.29,1.2041,0.15,1.1461,30551,4.48502543
cackles,23,15,23,15,0.45,1.3802,0.18,1.2041,25819,4.411939418
cackling,35,26,31,24,0.69,1.5563,0.31,1.4314,21183,4.325987466
cacophonous,2,2,2,2,0.04,0.4771,0.02,0.4771,54102,4.73321332
cacophony,13,9,9,8,0.25,1.1461,0.11,1.0000,32531,4.512297414
cacti,4,4,3,3,0.08,0.6990,0.05,0.6990,45934,4.662134266
cactus,148,85,111,73,2.90,2.1732,1.01,1.9345,9542,3.979639412
cactuses,4,3,3,3,0.08,0.6990,0.04,0.6021,47715,4.678654928
cad,53,46,46,41,1.04,1.7324,0.55,1.6721,17069,4.232208078
cadaver,60,36,57,36,1.18,1.7853,0.43,1.5682,16021,4.20468962
Cadaveric,4,2,1,1,0.08,0.6990,0.02,0.4771,48414,4.684970966
cadavers,36,26,36,26,0.71,1.5682,0.31,1.4314,20905,4.320250172
Caddie,36,14,9,7,0.71,1.5682,0.17,1.1761,20978,4.321764081
caddied,3,3,3,3,0.06,0.6021,0.04,0.6021,49318,4.693005456
caddies,2,2,1,1,0.04,0.4771,0.02,0.4771,54103,4.733221347
caddy,145,80,78,33,2.84,2.1644,0.95,1.9085,9649,3.984482306
caddying,4,4,4,4,0.08,0.6990,0.05,0.6990,45935,4.662143721
Cade,11,4,1,1,0.22,1.0792,0.05,0.6990,34921,4.543086672
cadence,15,14,13,12,0.29,1.2041,0.17,1.1761,30399,4.482859297
cadenza,2,2,2,2,0.04,0.4771,0.02,0.4771,54104,4.733229374
cadet,176,64,101,46,3.45,2.2480,0.76,1.8129,8634,3.936212044
cadets,73,25,63,23,1.43,1.8692,0.30,1.4150,14397,4.158272005
cadging,3,2,3,2,0.06,0.6021,0.02,0.4771,52158,4.71732093
Cadillac,292,170,11,6,5.73,2.4669,2.03,2.2330,6299,3.799271608
Cadillacs,34,21,0,0,0.67,1.5441,0.25,1.3424,21493,4.332297039
cadmium,7,3,6,2,0.14,0.9031,0.04,0.6021,40793,4.610585645
cadre,12,12,9,9,0.24,1.1139,0.14,1.1139,32803,4.515913564
cadres,4,4,4,4,0.08,0.6990,0.05,0.6990,45936,4.662153175
cads,4,4,4,4,0.08,0.6990,0.05,0.6990,45937,4.662162629
caduceus,2,2,1,1,0.04,0.4771,0.02,0.4771,54105,4.733237401
Cadwell,2,1,0,0,0.04,0.4771,0.01,0.3010,59094,4.771543388
Cady,64,9,0,0,1.25,1.8129,0.11,1.0000,15528,4.191115522
caecum,2,1,2,1,0.04,0.4771,0.01,0.3010,59095,4.771550737
Caesar,521,214,4,3,10.22,2.7177,2.55,2.3324,4323,3.635785236
Caesarean,10,9,2,2,0.20,1.0414,0.11,1.0000,35433,4.549407924
Caesarian,5,3,1,1,0.10,0.7782,0.04,0.6021,45136,4.654523069
caf,31,19,26,16,0.61,1.5051,0.23,1.3010,22491,4.352008766
cafe,258,168,154,103,5.06,2.4133,2.00,2.2279,6828,3.834293512
cafes,16,15,16,15,0.31,1.2304,0.18,1.2041,29660,4.472171147
cafeteria,289,218,273,207,5.67,2.4624,2.60,2.3404,6344,3.802363174
cafeterias,4,4,4,4,0.08,0.6990,0.05,0.6990,45938,4.662172083
caffeine,150,118,124,100,2.94,2.1790,1.41,2.0755,9454,3.975615598
caftan,5,4,4,4,0.10,0.7782,0.05,0.6990,44534,4.648691705
caftans,2,2,2,2,0.04,0.4771,0.02,0.4771,54106,4.733245428
Cag,24,3,0,0,0.47,1.3979,0.04,0.6021,25442,4.405551248
cage,1034,564,810,481,20.27,3.0149,6.72,2.7520,2622,3.418632687
caged,83,68,68,60,1.63,1.9243,0.81,1.8388,13332,4.124895305
Cager,25,1,0,0,0.49,1.4150,0.01,0.3010,24964,4.397314174
cages,124,95,121,93,2.43,2.0969,1.13,1.9823,10609,4.025674449
cagey,29,25,25,22,0.57,1.4771,0.30,1.4150,23077,4.36317935
Cahill,60,6,0,0,1.18,1.7853,0.07,0.8451,16053,4.205556206
cahoot,2,2,2,2,0.04,0.4771,0.02,0.4771,54107,4.733253455
cahoots,32,24,30,24,0.63,1.5185,0.29,1.3979,22081,4.344018738
Cai,17,5,0,0,0.33,1.2553,0.06,0.7782,29463,4.469276966
Cain,223,47,1,1,4.37,2.3502,0.56,1.6812,7484,3.874133779
Cair,3,1,0,0,0.06,0.6021,0.01,0.3010,53078,4.72491455
cairn,3,2,3,2,0.06,0.6021,0.02,0.4771,52159,4.717329256
Cairo,136,61,0,0,2.67,2.1367,0.73,1.7924,10039,4.001690454
caisson,2,2,2,2,0.04,0.4771,0.02,0.4771,54108,4.733261481
caissons,6,2,6,2,0.12,0.8451,0.02,0.4771,42948,4.632942944
cajole,7,6,7,6,0.14,0.9031,0.07,0.8451,40040,4.602494069
cajoled,3,3,3,3,0.06,0.6021,0.04,0.6021,49319,4.693014262
cajoling,4,4,4,4,0.08,0.6990,0.05,0.6990,45939,4.662181537
cajones,6,4,3,3,0.12,0.8451,0.05,0.6990,42538,4.628777067
Cajun,56,36,3,3,1.10,1.7559,0.43,1.5682,16628,4.220840016
Cajuns,8,4,0,0,0.16,0.9542,0.05,0.6990,39027,4.591365168
cake,2298,1197,2197,1169,45.06,3.3615,14.27,3.0785,1428,3.154728207
caked,9,9,9,9,0.18,1.0000,0.11,1.0000,36323,4.560181711
cakes,291,192,268,182,5.71,2.4654,2.29,2.2856,6315,3.800373355
cakewalk,21,19,17,16,0.41,1.3424,0.23,1.3010,26608,4.425012232
cakey,2,2,2,2,0.04,0.4771,0.02,0.4771,54109,4.733269508
Cal,530,131,13,12,10.39,2.7251,1.56,2.1206,4268,3.630224411
calabash,3,3,2,2,0.06,0.6021,0.04,0.6021,49320,4.693023068
calaboose,3,3,3,3,0.06,0.6021,0.04,0.6021,49321,4.693031873
Calabrese,45,5,0,0,0.88,1.6628,0.06,0.7782,18726,4.272445019
Calais,25,11,0,0,0.49,1.4150,0.13,1.0792,24922,4.396582892
calamari,31,23,22,16,0.61,1.5051,0.27,1.3802,22426,4.350751818
calamine,10,8,9,7,0.20,1.0414,0.10,0.9542,35721,4.552923608
calamities,4,4,3,3,0.08,0.6990,0.05,0.6990,45940,4.662190991
calamitous,6,6,6,6,0.12,0.8451,0.07,0.8451,41133,4.614190386
Calamity,102,52,43,39,2.00,2.0128,0.62,1.7243,11895,4.075364446
calc,9,5,7,4,0.18,1.0000,0.06,0.7782,37423,4.5731386
Calchas,2,1,0,0,0.04,0.4771,0.01,0.3010,59096,4.771558086
calcified,8,7,7,6,0.16,0.9542,0.08,0.9031,38326,4.583493495
calcining,2,2,2,2,0.04,0.4771,0.02,0.4771,54110,4.733277534
calcite,4,4,3,3,0.08,0.6990,0.05,0.6990,45941,4.662200444
calcium,90,58,77,55,1.76,1.9590,0.69,1.7709,12749,4.105476121
calculate,106,85,95,79,2.08,2.0294,1.01,1.9345,11622,4.065280871
calculated,120,110,119,109,2.35,2.0828,1.31,2.0453,10775,4.032417279
calculates,10,10,10,10,0.20,1.0414,0.12,1.0414,35064,4.544861458
calculating,60,58,55,54,1.18,1.7853,0.69,1.7709,15900,4.201397124
calculation,32,29,30,27,0.63,1.5185,0.35,1.4771,21964,4.341711435
calculations,119,98,119,98,2.33,2.0792,1.17,1.9956,10842,4.035109403
calculative,3,3,3,3,0.06,0.6021,0.04,0.6021,49322,4.693040679
calculator,66,52,64,51,1.29,1.8261,0.62,1.7243,15178,4.181214548
calculators,10,9,10,9,0.20,1.0414,0.11,1.0000,35434,4.549420181
calculus,47,39,38,32,0.92,1.6812,0.46,1.6021,18189,4.259808823
Calcutta,59,42,0,0,1.16,1.7782,0.50,1.6335,16138,4.207849711
Calden,14,1,0,0,0.27,1.1761,0.01,0.3010,31865,4.503313923
caldera,6,4,4,2,0.12,0.8451,0.05,0.6990,42539,4.628787276
Calderon,15,5,0,0,0.29,1.2041,0.06,0.7782,30957,4.490758867
caldron,4,3,2,2,0.08,0.6990,0.04,0.6021,47716,4.67866403
calendar,363,229,351,223,7.12,2.5611,2.73,2.3617,5480,3.738780558
calendared,2,2,2,2,0.04,0.4771,0.02,0.4771,54111,4.73328556
calendars,34,28,32,26,0.67,1.5441,0.33,1.4624,21402,4.33045436
calender,3,3,3,3,0.06,0.6021,0.04,0.6021,49323,4.693049484
calendula,2,2,2,2,0.04,0.4771,0.02,0.4771,54112,4.733293586
calf,151,108,132,100,2.96,2.1818,1.29,2.0374,9422,3.9741431
calfskin,10,8,9,8,0.20,1.0414,0.10,0.9542,35722,4.552935766
Calgary,22,13,0,0,0.43,1.3617,0.15,1.1461,26339,4.420599282
Calgon,3,3,0,0,0.06,0.6021,0.04,0.6021,49324,4.693058289
Caliban,3,3,0,0,0.06,0.6021,0.04,0.6021,49325,4.693067094
caliber,139,110,138,109,2.73,2.1461,1.31,2.0453,9893,3.995328009
calibers,3,3,3,3,0.06,0.6021,0.04,0.6021,49326,4.693075899
calibrate,12,11,10,9,0.24,1.1139,0.13,1.0792,33050,4.519171464
calibrated,24,20,23,20,0.47,1.3979,0.24,1.3222,25202,4.401435007
calibrating,3,3,3,3,0.06,0.6021,0.04,0.6021,49327,4.693084703
calibration,11,11,11,11,0.22,1.0792,0.13,1.0792,33896,4.530148451
calibrations,2,2,2,2,0.04,0.4771,0.02,0.4771,54113,4.733301612
calibre,31,26,30,26,0.61,1.5051,0.31,1.4314,22356,4.349394101
calico,16,14,13,11,0.31,1.2304,0.17,1.1761,29796,4.474157966
California,1972,939,9,9,38.67,3.2951,11.19,2.9731,1588,3.200850498
Californian,8,8,0,0,0.16,0.9542,0.10,0.9542,37735,4.576744354
Californians,12,9,1,1,0.24,1.1139,0.11,1.0000,33454,4.524448053
californicus,2,2,2,2,0.04,0.4771,0.02,0.4771,54114,4.733309637
californium,4,2,3,2,0.08,0.6990,0.02,0.4771,48415,4.684979936
caliph,8,3,6,1,0.16,0.9542,0.04,0.6021,39113,4.592321128
calisthenics,27,19,23,18,0.53,1.4472,0.23,1.3010,23994,4.380102655
call,43931,7556,38761,7453,861.39,4.6428,90.08,3.8783,146,2.164352856
calla,11,7,8,5,0.22,1.0792,0.08,0.9031,34750,4.540954809
Callan,26,3,0,0,0.51,1.4314,0.04,0.6021,24516,4.389449613
Callans,4,1,0,0,0.08,0.6990,0.01,0.3010,48769,4.688143851
Callas,5,3,0,0,0.10,0.7782,0.04,0.6021,45137,4.654532691
Callate,4,1,0,0,0.08,0.6990,0.01,0.3010,48770,4.688152756
callback,44,32,42,32,0.86,1.6532,0.38,1.5185,18887,4.27616298
callbacks,14,4,12,3,0.27,1.1761,0.05,0.6990,31828,4.502809349
called,17341,6101,17144,6075,340.02,4.2391,72.73,3.7855,316,2.499687083
caller,222,159,175,139,4.35,2.3483,1.90,2.2041,7494,3.874713689
callers,42,37,40,35,0.82,1.6335,0.44,1.5798,19271,4.284904251
calles,2,2,2,2,0.04,0.4771,0.02,0.4771,54115,4.733317663
Calli,3,1,0,0,0.06,0.6021,0.01,0.3010,53079,4.724922732
calligrapher,3,3,2,2,0.06,0.6021,0.04,0.6021,49328,4.693093507
calligraphy,28,21,23,17,0.55,1.4624,0.25,1.3424,23571,4.372378008
calling,6311,3660,6009,3563,123.75,3.8002,43.63,3.5636,652,2.814247596
calliope,14,8,11,5,0.27,1.1761,0.10,0.9542,31742,4.501634287
callipers,2,2,1,1,0.04,0.4771,0.02,0.4771,54116,4.733325688
Callisto,58,8,0,0,1.14,1.7709,0.10,0.9542,16356,4.213677102
Callo,3,2,1,1,0.06,0.6021,0.02,0.4771,52160,4.717337583
Calloo,3,1,0,0,0.06,0.6021,0.01,0.3010,53080,4.724930914
callous,50,49,50,49,0.98,1.7076,0.58,1.6990,17534,4.243881002
calloused,8,8,8,8,0.16,0.9542,0.10,0.9542,37736,4.576755863
callously,5,4,5,4,0.10,0.7782,0.05,0.6990,44535,4.648701457
callousness,8,7,8,7,0.16,0.9542,0.08,0.9031,38327,4.583504827
callow,13,11,10,9,0.25,1.1461,0.13,1.0792,32308,4.509310074
calls,4097,2636,4018,2605,80.33,3.6126,31.43,3.4211,910,2.959041392
callus,11,11,10,10,0.22,1.0792,0.13,1.0792,33897,4.530161263
callused,3,3,3,3,0.06,0.6021,0.04,0.6021,49329,4.693102312
calluses,22,22,21,21,0.43,1.3617,0.26,1.3617,25943,4.414020196
